RegulatedEntityName,DonationsValue,DonationEvents,DonationMean,RegEntity_Group
The Rt Hon Greg Knight MP,3000.0,1,3000.0,Single Donation Entity
The Rt Hon Gregory Barker MP,12319.79,5,2463.958,Very Small Entity
The Rt Hon Harriet Harman QC MP,68767.8,26,2644.915384615385,Very Small Entity
The Rt Hon Hazel Blears MP,86115.78,13,6624.290769230769,Very Small Entity
The Rt Hon Hilary Armstrong,1543.98,1,1543.98,Single Donation Entity
The Rt Hon Hilary Benn MP,33925.0,9,3769.4444444444443,Very Small Entity
The Rt Hon Hugh Robertson MP,7920.2,3,2640.0666666666666,Very Small Entity
The Rt Hon Hugo Swire MP,34048.49,10,3404.8489999999997,Very Small Entity
The Rt Hon Iain Duncan Smith MP,10667.279999999999,2,5333.639999999999,Very Small Entity
The Rt Hon Ian McCartney MP,3543.8,2,1771.9,Very Small Entity
The Rt Hon Jack Straw MP,28828.600000000002,5,5765.72,Very Small Entity
The Rt Hon James Arbuthnot MP,23382.1,9,2598.011111111111,Very Small Entity
The Rt Hon James Paice MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon James Purnell MP,22913.53,8,2864.19125,Very Small Entity
The Rt Hon Jeffrey Donaldson MP,2700.0,1,2700.0,Single Donation Entity
The Rt Hon Jennifer Willott MP,6740.0,2,3370.0,Very Small Entity
The Rt Hon Jeremy Hunt MP,542919.34,52,10440.756538461537,Small Entity
The Rt Hon Jim Murphy MP,82770.99,11,7524.635454545455,Very Small Entity
The Rt Hon John Battle MP,1500.0,1,1500.0,Single Donation Entity
The Rt Hon John Bercow MP,63951.91,15,4263.460666666667,Very Small Entity
The Rt Hon John Denham MP,9355.66,2,4677.83,Very Small Entity
The Rt Hon John Gummer MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon John Hayes MP,1909.64,1,1909.64,Single Donation Entity
The Rt Hon John Healey MP,84019.56,7,12002.794285714286,Very Small Entity
The Rt Hon John Prescott MP,35524.17,9,3947.1299999999997,Very Small Entity
The Rt Hon John Redwood MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon John Reid MP,7500.0,2,3750.0,Very Small Entity
The Rt Hon John Spellar MP,40916.46,14,2922.6042857142857,Very Small Entity
The Rt Hon John Thurso MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Keith Vaz MP,13649.89,3,4549.963333333333,Very Small Entity
The Rt Hon Kenneth Clarke QC MP,219016.91,36,6083.803055555556,Very Small Entity
The Rt Hon Kevin Barron MP,6470.0,2,3235.0,Very Small Entity
The Rt Hon Liam Byrne MP,64747.34,15,4316.489333333333,Very Small Entity
The Rt Hon Lynne Featherstone MP,3507.25,1,3507.25,Single Donation Entity
The Rt Hon Malcolm Wicks MP,13322.86,4,3330.715,Very Small Entity
The Rt Hon Margaret Beckett MP,16000.0,1,16000.0,Single Donation Entity
The Rt Hon Margaret Hodge MP,17173.17,3,5724.389999999999,Very Small Entity
The Rt Hon Mark Francois MP,13391.29,4,3347.8225,Very Small Entity
The Rt Hon Mark Simmonds MP,36645.76,9,4071.751111111111,Very Small Entity
The Rt Hon Matthew Hancock MP,288990.0,43,6720.697674418605,Very Small Entity
The Rt Hon Michael Ancram QC MP,84806.47,18,4711.470555555556,Very Small Entity
The Rt Hon Michael Denzil Xavier Portillo MP,96080.0,27,3558.5185185185187,Very Small Entity
The Rt Hon Michael Fallon MP,18767.989999999998,5,3753.5979999999995,Very Small Entity
The Rt Hon Michael Howard MP,82001.0,20,4100.05,Very Small Entity
The Rt Hon Michael Jack MP,2150.0,1,2150.0,Single Donation Entity
The Rt Hon Michael Martin MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Michael Moore MP,14211.0,3,4737.0,Very Small Entity
The Rt Hon Mike Penning MP,218535.0,15,14569.0,Very Small Entity
The Rt Hon Nicholas Brown MP,9604.35,3,3201.4500000000003,Very Small Entity
The Rt Hon Nick Clegg MP,303857.0,38,7996.236842105263,Very Small Entity
The Rt Hon Nick Herbert MP,243376.76,36,6760.4655555555555,Very Small Entity
The Rt Hon Nicky Morgan MP,6000.0,1,6000.0,Single Donation Entity
The Rt Hon Nigel Dodds MP,2700.0,1,2700.0,Single Donation Entity
The Rt Hon Norman Baker MP,2400.0,1,2400.0,Single Donation Entity
The Rt Hon Norman Lamb MP,76750.5,23,3336.978260869565,Very Small Entity
The Rt Hon Oliver Letwin MP,7550.0,2,3775.0,Very Small Entity
The Rt Hon Owen Paterson MP,59580.45,14,4255.746428571429,Very Small Entity
The Rt Hon Patricia Hewitt MP,10909.0,3,3636.3333333333335,Very Small Entity
The Rt Hon Patrick McLoughlin MP,3700.0,2,1850.0,Very Small Entity
The Rt Hon Paul Burstow MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Paul Murphy MP,2357.0,1,2357.0,Single Donation Entity
The Rt Hon Peter Hain MP,211900.95,36,5886.137500000001,Very Small Entity
The Rt Hon Peter Lilley MP,13770.71,5,2754.142,Very Small Entity
The Rt Hon Philippa Whitford,6451.16,3,2150.3866666666668,Very Small Entity
The Rt Hon Phillip Hammond MP,6945.2,2,3472.6,Very Small Entity
The Rt Hon Richard Ottaway MP,3212.0,2,1606.0,Very Small Entity
The Rt Hon Sadiq Khan MP,363956.0,41,8876.975609756097,Very Small Entity
The Rt Hon Sajid Javid MP,303669.63,24,12652.90125,Very Small Entity
The Rt Hon Shaun Woodward MP,18550.0,3,6183.333333333333,Very Small Entity
The Rt Hon Simon Burns MP,55055.2,16,3440.95,Very Small Entity
The Rt Hon Simon Hughes MP,43250.54,8,5406.3175,Very Small Entity
The Rt Hon Sir Alan Beith MP,10645.2,4,2661.3,Very Small Entity
The Rt Hon Sir Alan Duncan MP,41067.52,15,2737.8346666666666,Very Small Entity
The Rt Hon Sir Andrew Stunell MP,5000.0,2,2500.0,Very Small Entity
The Rt Hon Sir Gerald Kaufman MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Sir John Stanley MP,21765.8,6,3627.633333333333,Very Small Entity
The Rt Hon Sir Malcolm Bruce MP,27203.91,10,2720.391,Very Small Entity
The Rt Hon Sir Malcolm Rifkind QC MP,68146.0,6,11357.666666666666,Very Small Entity
The Rt Hon Sir Menzies Campbell CBE QC MP,25995.2,4,6498.8,Very Small Entity
The Rt Hon Sir Menzies Campbell QC,47638.99,14,3402.785,Very Small Entity
The Rt Hon Sir Nicholas Soames MP,32790.2,8,4098.775,Very Small Entity
The Rt Hon Sir Tony Baldry MP,12345.2,3,4115.066666666667,Very Small Entity
The Rt Hon Stephen Byers MP,36621.090000000004,15,2441.4060000000004,Very Small Entity
The Rt Hon Stephen Crabb MP,20500.0,8,2562.5,Very Small Entity
The Rt Hon Stephen Dorrell MP,5000.0,1,5000.0,Single Donation Entity
The Rt Hon Stephen R O'Brien MP,350160.28,26,13467.703076923079,Very Small Entity
The Rt Hon Stephen Timms MP,28509.0,9,3167.6666666666665,Very Small Entity
The Rt Hon Steve Webb MP,3900.0,2,1950.0,Very Small Entity
The Rt Hon Terence Anthony Gordon Davis,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Tessa Jowell MP,189355.53,22,8607.069545454546,Very Small Entity
The Rt Hon Theresa May MP,281445.2,20,14072.26,Very Small Entity
The Rt Hon Theresa Villiers MP,13847.65,6,2307.9416666666666,Very Small Entity
The Rt Hon Thomas Clarke MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon Tom Brake MP,49701.0,11,4518.272727272727,Very Small Entity
The Rt Hon Virginia Bottomley MP,5245.2,1,5245.2,Single Donation Entity
The Rt Hon William Hague MP,194875.24,40,4871.880999999999,Very Small Entity
The Rt Hon Yvette Cooper MP,545172.3099999999,49,11125.96551020408,Very Small Entity
The Scottish Research Society,74747.47,1,74747.47,Single Donation Entity
The Socialist Party of Great Britain,1196654.92,19,62981.83789473684,Very Small Entity
The Spring Lunch,182976.0,16,11436.0,Very Small Entity
The World Transformed,30232.76,1,30232.76,Single Donation Entity
The Yorkshire Party,1000.0,1,1000.0,Single Donation Entity
The Young Britons' Foundation,54999.0,2,27499.5,Very Small Entity
Tom Pursglove MP,3424.0,2,1712.0,Very Small Entity
Tom Tugendhat,115870.0,10,11587.0,Very Small Entity
Tom Watson MP,529333.63,58,9126.441896551723,Small Entity
Tomos Davies,2000.0,1,2000.0,Single Donation Entity
Tory Reform Group,155087.0,47,3299.723404255319,Very Small Entity
Tower Hamlets First [De-registered 29/04/15],36975.39,1,36975.39,Single Donation Entity
Trade Unionist and Socialist Coalition,81000.0,7,11571.42857142857,Very Small Entity
Trade Unionists Against The European Union,168000.0,16,10500.0,Very Small Entity
Traditional Unionist Voice - TUV,54267.119999999995,24,2261.1299999999997,Very Small Entity
Trust [De-registered 12/04/11],140000.0,4,35000.0,Very Small Entity
Tulip Siddiq,10000.0,1,10000.0,Single Donation Entity
UK Independence Party (UKIP),17793986.89,1810,9830.931983425415,UK Independence Party (UKIP)
UK-EU Open Policy Limited (campaign name: Best for Britain),140000.0,6,23333.333333333332,Very Small Entity
Ulster Unionist Party,194941.34,51,3822.3792156862746,Small Entity
Uncaged Campaigns Ltd,5361.0,1,5361.0,Single Donation Entity
Uncaged Campaigns Ltd - Lapsed 01/07/2006,2100.0,1,2100.0,Single Donation Entity
Unite Against Fascism,203361.13,14,14525.795,Very Small Entity
United & Cecil Club,124181.78,13,9552.444615384615,Very Small Entity
United Kingdom First [De-registered 12/04/10],25440.5,8,3180.0625,Very Small Entity
Upminster and Cranham Residents Association,10000.0,1,10000.0,Single Donation Entity
Veritas [De-registered 05/05/16],23087.14,5,4617.428,Very Small Entity
Veterans and People’s Party,1000.0,1,1000.0,Single Donation Entity
Veterans for Britain,200000.0,3,66666.66666666667,Very Small Entity
Virgin Management Limited,420000.0,2,210000.0,Very Small Entity
Vote Cruelty Free,31905.0,5,6381.0,Very Small Entity
Vote For A Change Ltd,539016.6799999999,7,77002.38285714285,Very Small Entity
Vote Leave Limited,19671643.0,251,78373.0796812749,Medium Entity
Vote-OK,37250.0,5,7450.0,Very Small Entity
WAGTV Limited,290000.0,10,29000.0,Very Small Entity
WFS2014 Ltd,30000.0,3,10000.0,Very Small Entity
Waging Peace,52224.0,4,13056.0,Very Small Entity
Wake Up And Vote,200000.0,2,100000.0,Very Small Entity
We Are Europe,685000.0,23,29782.608695652172,Very Small Entity
We Demand A Referendum Now [De-registered 03/11/16],110326.84,22,5014.856363636363,Very Small Entity
Wes Streeting,46055.06,8,5756.8825,Very Small Entity
Will Quince MP,36449.59,15,2429.9726666666666,Very Small Entity
William Wragg MP,2500.0,1,2500.0,Single Donation Entity
Women's Equality Party,1155408.46,51,22655.067843137254,Small Entity
Women2Win,182050.0,16,11378.125,Very Small Entity
Working Hound Defence Campaign,470.0,1,470.0,Single Donation Entity
Yes 2 Europe,12000.0,4,3000.0,Very Small Entity
Yes Campaign Ltd,668.0,1,668.0,Single Donation Entity
Yes Scotland Limited,2431000.0,25,97240.0,Very Small Entity
Yes in May 2011 Ltd,2228114.19,49,45471.71816326531,Very Small Entity
Yes4theNorthEast,320307.72,14,22879.122857142855,Very Small Entity
Yvonne Fovargue MP,6758.0599999999995,2,3379.0299999999997,Very Small Entity
Zac Goldsmith MP,50000.0,1,50000.0,Single Donation Entity
mums4justice [De-registered 16/05/11],105869.75,12,8822.479166666666,Very Small Entity
women4theworld [De-registered 08/06/09],53835.0,6,8972.5,Very Small Entity
Órlaithí Flynn,10000.0,1,10000.0,Single Donation Entity
